customer_id,name,email,city,signup_date
41,Customer 41,customer41@example.com,Surabaya,2024-01-24
42,Customer 42,customer42@example.com,Bekasi,2024-10-17
43,Customer 43,customer43@example.com,Semarang,2023-08-13
44,Customer 44,customer44@example.com,Bandung,2023-02-27
45,Customer 45,customer45@example.com,Tangerang,2023-02-02
46,Customer 46,customer46@example.com,Bandung,2024-02-15
47,Customer 47,customer47@example.com,Bekasi,2023-03-09
48,Customer 48,customer48@example.com,Tangerang,2024-08-03
49,Customer 49,customer49@example.com,Bandung,2023-08-06
50,Customer 50,customer50@example.com,Surabaya,2024-02-10
51,Customer 51,customer51@example.com,Surabaya,2023-05-27
52,Customer 52,customer52@example.com,Bekasi,2023-05-23
53,Customer 53,customer53@example.com,Tangerang,2024-07-28
54,Customer 54,customer54@example.com,Semarang,2023-09-27
55,Customer 55,customer55@example.com,Medan,2024-03-14
56,Customer 56,customer56@example.com,Medan,2024-02-13
57,Customer 57,customer57@example.com,Bandung,2023-08-13
58,Customer 58,customer58@example.com,Depok,2024-06-05
59,Customer 59,customer59@example.com,Surabaya,2023-04-04
60,Customer 60,customer60@example.com,Jakarta,2023-04-23
61,Customer 61,customer61@example.com,Depok,2024-10-04
62,Customer 62,customer62@example.com,Depok,2024-11-27
63,Customer 63,customer63@example.com,Yogyakarta,2024-09-02
64,Customer 64,customer64@example.com,Bogor,2024-01-30
65,Customer 65,customer65@example.com,Yogyakarta,2024-09-02
66,Customer 66,customer66@example.com,Surabaya,2024-06-25
67,Customer 67,customer67@example.com,Bekasi,2024-07-20
68,Customer 68,customer68@example.com,Jakarta,2024-11-27
69,Customer 69,customer69@example.com,Bogor,2024-11-29
70,Customer 70,customer70@example.com,Semarang,2023-10-01
71,Customer 71,customer71@example.com,Bandung,2023-04-25
72,Customer 72,customer72@example.com,Bekasi,2024-03-21
73,Customer 73,customer73@example.com,Depok,2024-04-09
74,Customer 74,customer74@example.com,Jakarta,2023-09-27
75,Customer 75,customer75@example.com,Semarang,2023-07-02
76,Customer 76,customer76@example.com,Semarang,2023-04-19
77,Customer 77,customer77@example.com,Bekasi,2024-10-16
78,Customer 78,customer78@example.com,Semarang,2024-09-15
79,Customer 79,customer79@example.com,Tangerang,2023-06-06
80,Customer 80,customer80@example.com,Bandung,2023-06-15
81,Customer 81,customer81@example.com,Semarang,2024-06-27
82,Customer 82,customer82@example.com,Jakarta,2024-09-05
83,Customer 83,customer83@example.com,Bandung,2024-05-15
84,Customer 84,customer84@example.com,Jakarta,2023-04-25
85,Customer 85,customer85@example.com,Bandung,2023-11-11
86,Customer 86,customer86@example.com,Tangerang,2023-03-01
87,Customer 87,customer87@example.com,Tangerang,2024-08-03
88,Customer 88,customer88@example.com,Bogor,2023-03-29
89,Customer 89,customer89@example.com,Surabaya,2023-03-12
90,Customer 90,customer90@example.com,Semarang,2023-05-09
91,Customer 91,customer91@example.com,Depok,2024-11-06
92,Customer 92,customer92@example.com,Surabaya,2024-07-16
93,Customer 93,customer93@example.com,Depok,2023-09-29
94,Customer 94,customer94@example.com,Semarang,2024-09-13
95,Customer 95,customer95@example.com,Yogyakarta,2023-08-05
96,Customer 96,customer96@example.com,Semarang,2024-12-07
97,Customer 97,customer97@example.com,Tangerang,2024-12-31
98,Customer 98,customer98@example.com,Bekasi,2024-02-13
99,Customer 99,customer99@example.com,Bandung,2024-03-24
100,Customer 100,customer100@example.com,Semarang,2024-04-07
101,Customer 101,customer101@example.com,Bogor,2023-09-11
102,Customer 102,customer102@example.com,Tangerang,2023-03-07
103,Customer 103,customer103@example.com,Bandung,2023-01-22
104,Customer 104,customer104@example.com,Medan,2024-07-21
105,Customer 105,customer105@example.com,Tangerang,2024-08-25
106,Customer 106,customer106@example.com,Tangerang,2023-01-08
107,Customer 107,customer107@example.com,Bogor,2024-12-25
108,Customer 108,customer108@example.com,Jakarta,2023-08-23
109,Customer 109,customer109@example.com,Bogor,2023-02-02
110,Customer 110,customer110@example.com,Bandung,2023-03-14
111,Customer 111,customer111@example.com,Semarang,2023-09-01
112,Customer 112,customer112@example.com,Bekasi,2024-11-16
113,Customer 113,customer113@example.com,Surabaya,2023-08-08
114,Customer 114,customer114@example.com,Semarang,2023-05-16
115,Customer 115,customer115@example.com,Medan,2024-08-13
116,Customer 116,customer116@example.com,Surabaya,2023-09-06
117,Customer 117,customer117@example.com,Surabaya,2024-02-21
118,Customer 118,customer118@example.com,Tangerang,2023-04-07
119,Customer 119,customer119@example.com,Bogor,2024-11-05
120,Customer 120,customer120@example.com,Yogyakarta,2023-12-29
121,Customer 121,customer121@example.com,Yogyakarta,2024-02-25
122,Customer 122,customer122@example.com,Surabaya,2023-02-25
123,Customer 123,customer123@example.com,Bogor,2023-03-04
124,Customer 124,customer124@example.com,Yogyakarta,2023-12-14
125,Customer 125,customer125@example.com,Bogor,2023-09-12
126,Customer 126,customer126@example.com,Tangerang,2023-07-14
127,Customer 127,customer127@example.com,Semarang,2024-04-04
128,Customer 128,customer128@example.com,Depok,2024-03-08
129,Customer 129,customer129@example.com,Depok,2023-10-13
130,Customer 130,customer130@example.com,Surabaya,2023-09-13
131,Customer 131,customer131@example.com,Bogor,2024-03-29
132,Customer 132,customer132@example.com,Semarang,2023-04-11
133,Customer 133,customer133@example.com,Jakarta,2024-10-29
134,Customer 134,customer134@example.com,Semarang,2023-01-16
135,Customer 135,customer135@example.com,Bogor,2023-08-31
136,Customer 136,customer136@example.com,Depok,2024-02-21
137,Customer 137,customer137@example.com,Surabaya,2024-05-07
138,Customer 138,customer138@example.com,Tangerang,2024-02-15
139,Customer 139,customer139@example.com,Jakarta,2023-06-18
140,Customer 140,customer140@example.com,Yogyakarta,2023-01-03
141,Customer 141,customer141@example.com,Yogyakarta,2023-09-29
142,Customer 142,customer142@example.com,Surabaya,2023-10-20
143,Customer 143,customer143@example.com,Yogyakarta,2024-12-14
144,Customer 144,customer144@example.com,Semarang,2024-11-08
145,Customer 145,customer145@example.com,Surabaya,2023-06-08
146,Customer 146,customer146@example.com,Tangerang,2023-10-31
147,Customer 147,customer147@example.com,Tangerang,2023-03-01
148,Customer 148,customer148@example.com,Medan,2024-07-09
149,Customer 149,customer149@example.com,Jakarta,2023-11-18
150,Customer 150,customer150@example.com,Jakarta,2023-02-21
151,Customer 151,customer151@example.com,Medan,2024-05-03
152,Customer 152,customer152@example.com,Semarang,2024-06-27
153,Customer 153,customer153@example.com,Depok,2023-02-28
154,Customer 154,customer154@example.com,Semarang,2023-03-24
155,Customer 155,customer155@example.com,Depok,2023-03-12
156,Customer 156,customer156@example.com,Medan,2023-03-11
157,Customer 157,customer157@example.com,Tangerang,2024-02-18
158,Customer 158,customer158@example.com,Bogor,2024-08-06
159,Customer 159,customer159@example.com,Tangerang,2024-08-15
160,Customer 160,customer160@example.com,Medan,2023-02-10
161,Customer 161,customer161@example.com,Medan,2023-03-25
162,Customer 162,customer162@example.com,Yogyakarta,2024-11-04
163,Customer 163,customer163@example.com,Medan,2024-08-01
164,Customer 164,customer164@example.com,Semarang,2023-11-20
165,Customer 165,customer165@example.com,Bekasi,2023-07-29
166,Customer 166,customer166@example.com,Bandung,2023-09-02
167,Customer 167,customer167@example.com,Bekasi,2024-02-10
168,Customer 168,customer168@example.com,Depok,2024-11-18
169,Customer 169,customer169@example.com,Bekasi,2024-04-13
170,Customer 170,customer170@example.com,Bandung,2023-03-16
171,Customer 171,customer171@example.com,Jakarta,2024-04-14
172,Customer 172,customer172@example.com,Medan,2024-07-30
173,Customer 173,customer173@example.com,Bogor,2023-03-17
174,Customer 174,customer174@example.com,Semarang,2023-08-07
175,Customer 175,customer175@example.com,Semarang,2023-09-29
176,Customer 176,customer176@example.com,Depok,2023-12-24
177,Customer 177,customer177@example.com,Bogor,2023-09-08
178,Customer 178,customer178@example.com,Bandung,2023-10-19
179,Customer 179,customer179@example.com,Depok,2024-03-24
180,Customer 180,customer180@example.com,Semarang,2024-12-21
181,Customer 181,customer181@example.com,Bekasi,2024-09-18
182,Customer 182,customer182@example.com,Semarang,2023-01-09
183,Customer 183,customer183@example.com,Semarang,2023-11-03
184,Customer 184,customer184@example.com,Bogor,2023-05-18
185,Customer 185,customer185@example.com,Bekasi,2023-04-29
186,Customer 186,customer186@example.com,Bogor,2024-07-20
187,Customer 187,customer187@example.com,Depok,2023-10-06
188,Customer 188,customer188@example.com,Bekasi,2024-09-11
189,Customer 189,customer189@example.com,Tangerang,2023-12-18
190,Customer 190,customer190@example.com,Tangerang,2024-12-04
191,Customer 191,customer191@example.com,Bekasi,2024-06-01
192,Customer 192,customer192@example.com,Surabaya,2023-09-15
193,Customer 193,customer193@example.com,Jakarta,2023-04-05
194,Customer 194,customer194@example.com,Yogyakarta,2023-10-11
195,Customer 195,customer195@example.com,Jakarta,2023-01-04
196,Customer 196,customer196@example.com,Bandung,2023-05-14
197,Customer 197,customer197@example.com,Bekasi,2023-06-15
198,Customer 198,customer198@example.com,Surabaya,2024-07-18
199,Customer 199,customer199@example.com,Yogyakarta,2024-07-28
200,Customer 200,customer200@example.com,Jakarta,2023-04-25
201,Customer 201,customer201@example.com,Bogor,2024-12-08
202,Customer 202,customer202@example.com,Depok,2024-07-12
203,Customer 203,customer203@example.com,Jakarta,2024-01-14
204,Customer 204,customer204@example.com,Medan,2024-07-19
205,Customer 205,customer205@example.com,Depok,2024-03-16
206,Customer 206,customer206@example.com,Depok,2023-02-12
207,Customer 207,customer207@example.com,Bekasi,2024-01-09
208,Customer 208,customer208@example.com,Jakarta,2024-01-02
209,Customer 209,customer209@example.com,Tangerang,2024-11-29
210,Customer 210,customer210@example.com,Tangerang,2024-11-13
211,Customer 211,customer211@example.com,Bogor,2023-12-29
212,Customer 212,customer212@example.com,Semarang,2024-02-21
213,Customer 213,customer213@example.com,Medan,2023-06-08
214,Customer 214,customer214@example.com,Tangerang,2023-06-16
215,Customer 215,customer215@example.com,Depok,2024-02-27
216,Customer 216,customer216@example.com,Jakarta,2023-07-03
217,Customer 217,customer217@example.com,Bandung,2024-02-26
218,Customer 218,customer218@example.com,Tangerang,2023-10-01
219,Customer 219,customer219@example.com,Depok,2024-12-19
220,Customer 220,customer220@example.com,Bogor,2024-01-27
221,Customer 221,customer221@example.com,Jakarta,2024-04-26
222,Customer 222,customer222@example.com,Tangerang,2023-07-24
223,Customer 223,customer223@example.com,Surabaya,2023-12-25
224,Customer 224,customer224@example.com,Bekasi,2023-08-22
225,Customer 225,customer225@example.com,Tangerang,2023-01-25
226,Customer 226,customer226@example.com,Tangerang,2024-02-13
227,Customer 227,customer227@example.com,Bandung,2023-10-13
228,Customer 228,customer228@example.com,Bogor,2023-10-13
229,Customer 229,customer229@example.com,Bandung,2024-10-18
230,Customer 230,customer230@example.com,Semarang,2024-02-14
231,Customer 231,customer231@example.com,Semarang,2023-12-06
232,Customer 232,customer232@example.com,Jakarta,2023-04-29
233,Customer 233,customer233@example.com,Bekasi,2023-07-02
234,Customer 234,customer234@example.com,Medan,2023-09-29
235,Customer 235,customer235@example.com,Jakarta,2023-04-22
236,Customer 236,customer236@example.com,Medan,2024-03-20
237,Customer 237,customer237@example.com,Bandung,2023-11-18
238,Customer 238,customer238@example.com,Yogyakarta,2024-09-12
239,Customer 239,customer239@example.com,Semarang,2023-04-29
240,Customer 240,customer240@example.com,Yogyakarta,2024-08-13
241,Customer 241,customer241@example.com,Tangerang,2023-09-18
242,Customer 242,customer242@example.com,Jakarta,2024-12-26
243,Customer 243,customer243@example.com,Yogyakarta,2023-01-02
244,Customer 244,customer244@example.com,Semarang,2024-07-05
245,Customer 245,customer245@example.com,Tangerang,2024-01-08
246,Customer 246,customer246@example.com,Yogyakarta,2023-03-13
247,Customer 247,customer247@example.com,Bandung,2024-09-30
248,Customer 248,customer248@example.com,Bandung,2024-11-10
249,Customer 249,customer249@example.com,Bogor,2023-11-04
250,Customer 250,customer250@example.com,Semarang,2023-11-13
251,Customer 251,customer251@example.com,Yogyakarta,2023-12-01
252,Customer 252,customer252@example.com,Yogyakarta,2024-12-14
253,Customer 253,customer253@example.com,Bekasi,2024-07-21
254,Customer 254,customer254@example.com,Depok,2023-07-16
255,Customer 255,customer255@example.com,Yogyakarta,2024-11-11
256,Customer 256,customer256@example.com,Yogyakarta,2024-11-24
257,Customer 257,customer257@example.com,Depok,2024-09-22
258,Customer 258,customer258@example.com,Medan,2023-11-05
259,Customer 259,customer259@example.com,Yogyakarta,2024-07-15
260,Customer 260,customer260@example.com,Jakarta,2023-11-08
261,Customer 261,customer261@example.com,Bekasi,2023-08-04
262,Customer 262,customer262@example.com,Yogyakarta,2024-08-16
263,Customer 263,customer263@example.com,Medan,2024-11-01
264,Customer 264,customer264@example.com,Bandung,2024-04-21
265,Customer 265,customer265@example.com,Surabaya,2024-03-28
266,Customer 266,customer266@example.com,Tangerang,2024-06-07
267,Customer 267,customer267@example.com,Surabaya,2023-06-23
268,Customer 268,customer268@example.com,Bogor,2023-10-18
269,Customer 269,customer269@example.com,Semarang,2024-11-10
270,Customer 270,customer270@example.com,Medan,2023-12-10
271,Customer 271,customer271@example.com,Bogor,2023-08-29
272,Customer 272,customer272@example.com,Bekasi,2023-08-19
273,Customer 273,customer273@example.com,Tangerang,2023-05-31
274,Customer 274,customer274@example.com,Jakarta,2023-02-17
275,Customer 275,customer275@example.com,Tangerang,2024-05-01
276,Customer 276,customer276@example.com,Medan,2023-03-16
277,Customer 277,customer277@example.com,Surabaya,2024-02-29
278,Customer 278,customer278@example.com,Medan,2023-07-19
279,Customer 279,customer279@example.com,Yogyakarta,2024-05-21
280,Customer 280,customer280@example.com,Yogyakarta,2023-09-07
281,Customer 281,customer281@example.com,Depok,2024-11-02
282,Customer 282,customer282@example.com,Jakarta,2023-04-20
283,Customer 283,customer283@example.com,Yogyakarta,2023-08-13
284,Customer 284,customer284@example.com,Depok,2024-12-13
285,Customer 285,customer285@example.com,Semarang,2024-04-20
286,Customer 286,customer286@example.com,Jakarta,2024-07-24
287,Customer 287,customer287@example.com,Tangerang,2023-05-05
288,Customer 288,customer288@example.com,Surabaya,2023-05-17
289,Customer 289,customer289@example.com,Surabaya,2024-11-14
290,Customer 290,customer290@example.com,Semarang,2024-07-26
291,Customer 291,customer291@example.com,Medan,2023-11-21
292,Customer 292,customer292@example.com,Surabaya,2024-09-19
293,Customer 293,customer293@example.com,Semarang,2024-03-12
294,Customer 294,customer294@example.com,Semarang,2024-04-01
295,Customer 295,customer295@example.com,Depok,2024-05-01
296,Customer 296,customer296@example.com,Surabaya,2023-09-23
297,Customer 297,customer297@example.com,Tangerang,2024-10-14
298,Customer 298,customer298@example.com,Bekasi,2024-06-17
299,Customer 299,customer299@example.com,Surabaya,2024-10-03
300,Customer 300,customer300@example.com,Tangerang,2023-10-09
301,Customer 301,customer301@example.com,Surabaya,2023-03-21
302,Customer 302,customer302@example.com,Bekasi,2023-08-29
303,Customer 303,customer303@example.com,Bekasi,2023-12-10
304,Customer 304,customer304@example.com,Bandung,2024-07-07
305,Customer 305,customer305@example.com,Bogor,2023-05-22
306,Customer 306,customer306@example.com,Depok,2023-08-25
307,Customer 307,customer307@example.com,Yogyakarta,2024-12-11
308,Customer 308,customer308@example.com,Depok,2024-12-24
309,Customer 309,customer309@example.com,Tangerang,2023-03-07
310,Customer 310,customer310@example.com,Yogyakarta,2024-02-22
311,Customer 311,customer311@example.com,Bandung,2024-07-09
312,Customer 312,customer312@example.com,Surabaya,2024-03-01
313,Customer 313,customer313@example.com,Jakarta,2023-07-31
314,Customer 314,customer314@example.com,Yogyakarta,2024-02-03
315,Customer 315,customer315@example.com,Medan,2024-12-13
316,Customer 316,customer316@example.com,Jakarta,2024-08-12
317,Customer 317,customer317@example.com,Yogyakarta,2024-05-03
318,Customer 318,customer318@example.com,Jakarta,2023-12-27
319,Customer 319,customer319@example.com,Bekasi,2024-02-04
320,Customer 320,customer320@example.com,Yogyakarta,2024-07-05
321,Customer 321,customer321@example.com,Semarang,2024-09-09
322,Customer 322,customer322@example.com,Tangerang,2024-05-14
323,Customer 323,customer323@example.com,Tangerang,2023-10-07
324,Customer 324,customer324@example.com,Yogyakarta,2024-05-12
325,Customer 325,customer325@example.com,Jakarta,2024-02-03
326,Customer 326,customer326@example.com,Bandung,2024-11-15
327,Customer 327,customer327@example.com,Yogyakarta,2023-06-19
328,Customer 328,customer328@example.com,Surabaya,2023-05-11
329,Customer 329,customer329@example.com,Medan,2024-06-30
330,Customer 330,customer330@example.com,Jakarta,2024-02-08
331,Customer 331,customer331@example.com,Medan,2024-07-31
332,Customer 332,customer332@example.com,Jakarta,2023-03-27
333,Customer 333,customer333@example.com,Yogyakarta,2023-05-19
334,Customer 334,customer334@example.com,Surabaya,2023-07-06
335,Customer 335,customer335@example.com,Jakarta,2023-09-24
336,Customer 336,customer336@example.com,Yogyakarta,2023-12-02
337,Customer 337,customer337@example.com,Tangerang,2024-04-10
338,Customer 338,customer338@example.com,Bandung,2023-12-12
339,Customer 339,customer339@example.com,Yogyakarta,2023-10-12
340,Customer 340,customer340@example.com,Yogyakarta,2023-09-16
341,Customer 341,customer341@example.com,Bogor,2024-04-26
342,Customer 342,customer342@example.com,Jakarta,2024-07-06
343,Customer 343,customer343@example.com,Jakarta,2023-12-25
344,Customer 344,customer344@example.com,Tangerang,2024-10-27
345,Customer 345,customer345@example.com,Bogor,2024-10-29
346,Customer 346,customer346@example.com,Jakarta,2023-02-01
347,Customer 347,customer347@example.com,Tangerang,2023-07-24
348,Customer 348,customer348@example.com,Jakarta,2024-09-28
349,Customer 349,customer349@example.com,Depok,2023-09-02
350,Customer 350,customer350@example.com,Depok,2024-04-29
351,Customer 351,customer351@example.com,Bogor,2024-07-31
352,Customer 352,customer352@example.com,Tangerang,2024-04-21
353,Customer 353,customer353@example.com,Bekasi,2024-01-13
354,Customer 354,customer354@example.com,Depok,2024-09-12
355,Customer 355,customer355@example.com,Medan,2023-04-28
356,Customer 356,customer356@example.com,Depok,2023-11-15
357,Customer 357,customer357@example.com,Bogor,2024-08-15
358,Customer 358,customer358@example.com,Jakarta,2023-11-16
359,Customer 359,customer359@example.com,Medan,2024-11-24
360,Customer 360,customer360@example.com,Yogyakarta,2024-02-11
361,Customer 361,customer361@example.com,Tangerang,2023-03-19
362,Customer 362,customer362@example.com,Medan,2024-12-08
363,Customer 363,customer363@example.com,Tangerang,2023-04-15
364,Customer 364,customer364@example.com,Bekasi,2024-12-01
365,Customer 365,customer365@example.com,Medan,2023-05-04
366,Customer 366,customer366@example.com,Medan,2023-02-12
367,Customer 367,customer367@example.com,Bandung,2024-06-29
368,Customer 368,customer368@example.com,Yogyakarta,2024-11-08
369,Customer 369,customer369@example.com,Bandung,2023-03-12
370,Customer 370,customer370@example.com,Semarang,2024-10-25
371,Customer 371,customer371@example.com,Bandung,2023-01-13
372,Customer 372,customer372@example.com,Yogyakarta,2024-05-16
373,Customer 373,customer373@example.com,Bogor,2024-03-19
374,Customer 374,customer374@example.com,Bandung,2024-10-12
375,Customer 375,customer375@example.com,Surabaya,2024-12-25
376,Customer 376,customer376@example.com,Depok,2024-03-21
377,Customer 377,customer377@example.com,Depok,2024-06-18
378,Customer 378,customer378@example.com,Bekasi,2024-09-22
379,Customer 379,customer379@example.com,Semarang,2024-05-10
380,Customer 380,customer380@example.com,Surabaya,2024-03-22
381,Customer 381,customer381@example.com,Medan,2023-10-02
382,Customer 382,customer382@example.com,Bandung,2023-09-09
383,Customer 383,customer383@example.com,Bogor,2023-10-13
384,Customer 384,customer384@example.com,Surabaya,2023-09-07
385,Customer 385,customer385@example.com,Surabaya,2024-08-06
386,Customer 386,customer386@example.com,Medan,2024-11-15
387,Customer 387,customer387@example.com,Yogyakarta,2023-12-11
388,Customer 388,customer388@example.com,Jakarta,2024-05-21
389,Customer 389,customer389@example.com,Bandung,2023-07-06
390,Customer 390,customer390@example.com,Surabaya,2023-08-06
391,Customer 391,customer391@example.com,Bandung,2023-09-22
392,Customer 392,customer392@example.com,Bandung,2023-10-14
393,Customer 393,customer393@example.com,Medan,2024-12-19
394,Customer 394,customer394@example.com,Bekasi,2024-07-23
395,Customer 395,customer395@example.com,Jakarta,2024-06-13
396,Customer 396,customer396@example.com,Tangerang,2023-03-29
397,Customer 397,customer397@example.com,Tangerang,2024-02-21
398,Customer 398,customer398@example.com,Surabaya,2024-07-22
399,Customer 399,customer399@example.com,Tangerang,2024-12-08
400,Customer 400,customer400@example.com,Surabaya,2024-10-23
401,Customer 401,customer401@example.com,Surabaya,2024-04-03
402,Customer 402,customer402@example.com,Jakarta,2023-04-06
403,Customer 403,customer403@example.com,Bekasi,2023-08-15
404,Customer 404,customer404@example.com,Yogyakarta,2024-12-09
405,Customer 405,customer405@example.com,Tangerang,2023-11-10
406,Customer 406,customer406@example.com,Medan,2024-01-13
407,Customer 407,customer407@example.com,Surabaya,2024-07-20
408,Customer 408,customer408@example.com,Semarang,2023-12-19
409,Customer 409,customer409@example.com,Yogyakarta,2024-07-17
410,Customer 410,customer410@example.com,Bandung,2023-12-27
411,Customer 411,customer411@example.com,Surabaya,2023-10-05
412,Customer 412,customer412@example.com,Bekasi,2023-09-15
413,Customer 413,customer413@example.com,Tangerang,2023-05-04
414,Customer 414,customer414@example.com,Tangerang,2023-11-20
415,Customer 415,customer415@example.com,Bogor,2024-07-02
416,Customer 416,customer416@example.com,Depok,2023-07-16
417,Customer 417,customer417@example.com,Tangerang,2024-05-10
418,Customer 418,customer418@example.com,Bekasi,2024-08-26
419,Customer 419,customer419@example.com,Semarang,2024-09-03
420,Customer 420,customer420@example.com,Bekasi,2023-04-13
421,Customer 421,customer421@example.com,Tangerang,2023-10-31
422,Customer 422,customer422@example.com,Tangerang,2024-01-05
423,Customer 423,customer423@example.com,Depok,2023-11-06
424,Customer 424,customer424@example.com,Jakarta,2024-12-26
425,Customer 425,customer425@example.com,Semarang,2023-05-10
426,Customer 426,customer426@example.com,Bekasi,2023-02-16
427,Customer 427,customer427@example.com,Jakarta,2024-07-20
428,Customer 428,customer428@example.com,Bekasi,2024-12-15
429,Customer 429,customer429@example.com,Depok,2024-10-15
430,Customer 430,customer430@example.com,Surabaya,2023-04-16
431,Customer 431,customer431@example.com,Jakarta,2024-08-10
432,Customer 432,customer432@example.com,Bekasi,2024-04-25
433,Customer 433,customer433@example.com,Surabaya,2024-03-27
434,Customer 434,customer434@example.com,Bandung,2023-07-08
435,Customer 435,customer435@example.com,Jakarta,2023-09-16
436,Customer 436,customer436@example.com,Surabaya,2023-04-27
437,Customer 437,customer437@example.com,Bogor,2024-02-15
438,Customer 438,customer438@example.com,Surabaya,2023-03-17
439,Customer 439,customer439@example.com,Medan,2024-10-06
440,Customer 440,customer440@example.com,Jakarta,2023-06-05
441,Customer 441,customer441@example.com,Depok,2024-07-30
442,Customer 442,customer442@example.com,Bekasi,2023-03-29
443,Customer 443,customer443@example.com,Tangerang,2023-05-02
444,Customer 444,customer444@example.com,Semarang,2024-03-02
445,Customer 445,customer445@example.com,Medan,2024-09-02
446,Customer 446,customer446@example.com,Medan,2023-08-20
447,Customer 447,customer447@example.com,Semarang,2024-01-25
448,Customer 448,customer448@example.com,Surabaya,2024-03-29
449,Customer 449,customer449@example.com,Bekasi,2024-08-25
450,Customer 450,customer450@example.com,Yogyakarta,2023-11-09
451,Customer 451,customer451@example.com,Medan,2024-09-27
452,Customer 452,customer452@example.com,Jakarta,2024-09-16
453,Customer 453,customer453@example.com,Bogor,2023-08-01
454,Customer 454,customer454@example.com,Tangerang,2023-09-28
455,Customer 455,customer455@example.com,Bogor,2023-06-10
456,Customer 456,customer456@example.com,Tangerang,2023-06-27
457,Customer 457,customer457@example.com,Semarang,2023-03-18
458,Customer 458,customer458@example.com,Depok,2023-01-03
459,Customer 459,customer459@example.com,Yogyakarta,2024-04-06
460,Customer 460,customer460@example.com,Medan,2024-04-26
461,Customer 461,customer461@example.com,Bekasi,2023-02-03
462,Customer 462,customer462@example.com,Tangerang,2023-10-23
463,Customer 463,customer463@example.com,Bekasi,2024-12-20
464,Customer 464,customer464@example.com,Surabaya,2023-03-14
465,Customer 465,customer465@example.com,Tangerang,2023-09-28
466,Customer 466,customer466@example.com,Medan,2024-11-08
467,Customer 467,customer467@example.com,Tangerang,2024-03-11
468,Customer 468,customer468@example.com,Bogor,2024-07-11
469,Customer 469,customer469@example.com,Tangerang,2024-10-25
470,Customer 470,customer470@example.com,Depok,2023-09-30
471,Customer 471,customer471@example.com,Depok,2023-03-15
472,Customer 472,customer472@example.com,Jakarta,2023-06-19
473,Customer 473,customer473@example.com,Bekasi,2024-09-01
474,Customer 474,customer474@example.com,Medan,2023-10-23
475,Customer 475,customer475@example.com,Surabaya,2023-05-08
476,Customer 476,customer476@example.com,Surabaya,2024-12-06
477,Customer 477,customer477@example.com,Bekasi,2024-12-17
478,Customer 478,customer478@example.com,Yogyakarta,2023-10-06
479,Customer 479,customer479@example.com,Semarang,2024-07-06
480,Customer 480,customer480@example.com,Surabaya,2024-03-24
481,Customer 481,customer481@example.com,Bogor,2024-09-04
482,Customer 482,customer482@example.com,Jakarta,2024-03-18
483,Customer 483,customer483@example.com,Bandung,2024-09-10
484,Customer 484,customer484@example.com,Bekasi,2023-01-27
485,Customer 485,customer485@example.com,Bogor,2023-08-23
486,Customer 486,customer486@example.com,Medan,2024-08-24
487,Customer 487,customer487@example.com,Jakarta,2024-11-19
488,Customer 488,customer488@example.com,Bekasi,2024-08-13
489,Customer 489,customer489@example.com,Jakarta,2023-06-29
