customer_key,customer_id,name,email,city,signup_date
5065,65,Customer 65,customer65@example.com,Yogyakarta,2024-09-02
5066,66,Customer 66,customer66@example.com,Surabaya,2024-06-25
5067,67,Customer 67,customer67@example.com,Bekasi,2024-07-20
5068,68,Customer 68,customer68@example.com,Jakarta,2024-11-27
5069,69,Customer 69,customer69@example.com,Bogor,2024-11-29
5070,70,Customer 70,customer70@example.com,Semarang,2023-10-01
5071,71,Customer 71,customer71@example.com,Bandung,2023-04-25
5072,72,Customer 72,customer72@example.com,Bekasi,2024-03-21
5073,73,Customer 73,customer73@example.com,Depok,2024-04-09
5074,74,Customer 74,customer74@example.com,Jakarta,2023-09-27
5075,75,Customer 75,customer75@example.com,Semarang,2023-07-02
5076,76,Customer 76,customer76@example.com,Semarang,2023-04-19
5077,77,Customer 77,customer77@example.com,Bekasi,2024-10-16
5078,78,Customer 78,customer78@example.com,Semarang,2024-09-15
5079,79,Customer 79,customer79@example.com,Tangerang,2023-06-06
5080,80,Customer 80,customer80@example.com,Bandung,2023-06-15
5081,81,Customer 81,customer81@example.com,Semarang,2024-06-27
5082,82,Customer 82,customer82@example.com,Jakarta,2024-09-05
5083,83,Customer 83,customer83@example.com,Bandung,2024-05-15
5084,84,Customer 84,customer84@example.com,Jakarta,2023-04-25
5085,85,Customer 85,customer85@example.com,Bandung,2023-11-11
5086,86,Customer 86,customer86@example.com,Tangerang,2023-03-01
5087,87,Customer 87,customer87@example.com,Tangerang,2024-08-03
5088,88,Customer 88,customer88@example.com,Bogor,2023-03-29
5089,89,Customer 89,customer89@example.com,Surabaya,2023-03-12
5090,90,Customer 90,customer90@example.com,Semarang,2023-05-09
5091,91,Customer 91,customer91@example.com,Depok,2024-11-06
5092,92,Customer 92,customer92@example.com,Surabaya,2024-07-16
5093,93,Customer 93,customer93@example.com,Depok,2023-09-29
5094,94,Customer 94,customer94@example.com,Semarang,2024-09-13
5095,95,Customer 95,customer95@example.com,Yogyakarta,2023-08-05
5096,96,Customer 96,customer96@example.com,Semarang,2024-12-07
5097,97,Customer 97,customer97@example.com,Tangerang,2024-12-31
5098,98,Customer 98,customer98@example.com,Bekasi,2024-02-13
5099,99,Customer 99,customer99@example.com,Bandung,2024-03-24
5100,100,Customer 100,customer100@example.com,Semarang,2024-04-07
5101,101,Customer 101,customer101@example.com,Bogor,2023-09-11
5102,102,Customer 102,customer102@example.com,Tangerang,2023-03-07
5103,103,Customer 103,customer103@example.com,Bandung,2023-01-22
5104,104,Customer 104,customer104@example.com,Medan,2024-07-21
5105,105,Customer 105,customer105@example.com,Tangerang,2024-08-25
5106,106,Customer 106,customer106@example.com,Tangerang,2023-01-08
5107,107,Customer 107,customer107@example.com,Bogor,2024-12-25
5108,108,Customer 108,customer108@example.com,Jakarta,2023-08-23
5109,109,Customer 109,customer109@example.com,Bogor,2023-02-02
5110,110,Customer 110,customer110@example.com,Bandung,2023-03-14
5111,111,Customer 111,customer111@example.com,Semarang,2023-09-01
5112,112,Customer 112,customer112@example.com,Bekasi,2024-11-16
5113,113,Customer 113,customer113@example.com,Surabaya,2023-08-08
5114,114,Customer 114,customer114@example.com,Semarang,2023-05-16
5115,225,Customer 225,customer225@example.com,Tangerang,2023-01-25
5116,336,Customer 336,customer336@example.com,Yogyakarta,2023-12-02
5117,889,Customer 889,customer889@example.com,Medan,2023-06-19
5118,890,Customer 890,customer890@example.com,Surabaya,2023-02-14
5119,891,Customer 891,customer891@example.com,Yogyakarta,2024-01-09
5120,892,Customer 892,customer892@example.com,Tangerang,2024-03-30
5121,893,Customer 893,customer893@example.com,Medan,2023-10-19
5122,894,Customer 894,customer894@example.com,Surabaya,2023-08-28
5123,895,Customer 895,customer895@example.com,Semarang,2023-09-02
5124,896,Customer 896,customer896@example.com,Bekasi,2024-04-25
5125,897,Customer 897,customer897@example.com,Tangerang,2024-01-12
5126,898,Customer 898,customer898@example.com,Medan,2024-03-27
5127,899,Customer 899,customer899@example.com,Surabaya,2023-10-16
5128,900,Customer 900,customer900@example.com,Yogyakarta,2024-05-29
5129,901,Customer 901,customer901@example.com,Semarang,2024-03-04
5130,902,Customer 902,customer902@example.com,Depok,2023-07-24
5131,903,Customer 903,customer903@example.com,Medan,2023-05-22
5132,904,Customer 904,customer904@example.com,Bekasi,2023-02-23
5133,905,Customer 905,customer905@example.com,Surabaya,2024-01-16
5134,906,Customer 906,customer906@example.com,Semarang,2023-04-16
5135,907,Customer 907,customer907@example.com,Semarang,2023-05-08
5136,908,Customer 908,customer908@example.com,Bekasi,2023-03-27
5137,909,Customer 909,customer909@example.com,Depok,2023-10-07
5138,910,Customer 910,customer910@example.com,Surabaya,2024-06-09
5139,911,Customer 911,customer911@example.com,Depok,2024-03-23
5140,912,Customer 912,customer912@example.com,Bogor,2023-08-16
5141,913,Customer 913,customer913@example.com,Surabaya,2023-12-24
5142,914,Customer 914,customer914@example.com,Jakarta,2024-02-29
5143,915,Customer 915,customer915@example.com,Jakarta,2024-02-10
5144,916,Customer 916,customer916@example.com,Semarang,2024-01-18
5145,917,Customer 917,customer917@example.com,Tangerang,2024-01-31
5146,918,Customer 918,customer918@example.com,Bogor,2024-01-19
5147,919,Customer 919,customer919@example.com,Tangerang,2023-01-29
5148,920,Customer 920,customer920@example.com,Bandung,2023-04-12
5149,921,Customer 921,customer921@example.com,Bandung,2023-05-30
5150,922,Customer 922,customer922@example.com,Depok,2023-02-09
5151,923,Customer 923,customer923@example.com,Bekasi,2024-04-28
5152,924,Customer 924,customer924@example.com,Depok,2024-12-23
5153,925,Customer 925,customer925@example.com,Surabaya,2024-04-04
5154,926,Customer 926,customer926@example.com,Medan,2023-01-06
5155,927,Customer 927,customer927@example.com,Bogor,2023-01-20
5156,928,Customer 928,customer928@example.com,Bekasi,2023-08-09
5157,929,Customer 929,customer929@example.com,Depok,2024-07-15
5158,930,Customer 930,customer930@example.com,Medan,2024-06-24
5159,931,Customer 931,customer931@example.com,Yogyakarta,2023-04-24
5160,932,Customer 932,customer932@example.com,Bekasi,2023-09-01
5161,933,Customer 933,customer933@example.com,Bekasi,2023-05-05
5162,934,Customer 934,customer934@example.com,Jakarta,2023-09-02
5163,935,Customer 935,customer935@example.com,Yogyakarta,2024-10-16
5164,936,Customer 936,customer936@example.com,Medan,2024-04-13
5165,937,Customer 937,customer937@example.com,Bogor,2023-04-24
5166,938,Customer 938,customer938@example.com,Surabaya,2024-09-03
5167,939,Customer 939,customer939@example.com,Semarang,2023-01-17
5168,940,Customer 940,customer940@example.com,Semarang,2024-08-11
5169,941,Customer 941,customer941@example.com,Tangerang,2023-05-28
5170,942,Customer 942,customer942@example.com,Bekasi,2024-03-15
5171,943,Customer 943,customer943@example.com,Jakarta,2024-09-21
5172,944,Customer 944,customer944@example.com,Bandung,2023-09-04
5173,945,Customer 945,customer945@example.com,Medan,2024-03-02
5174,946,Customer 946,customer946@example.com,Depok,2024-11-11
5175,947,Customer 947,customer947@example.com,Bogor,2024-06-20
5176,948,Customer 948,customer948@example.com,Bandung,2023-03-11
5177,949,Customer 949,customer949@example.com,Semarang,2024-07-11
5178,950,Customer 950,customer950@example.com,Semarang,2024-06-03
5179,951,Customer 951,customer951@example.com,Semarang,2023-01-21
5180,952,Customer 952,customer952@example.com,Yogyakarta,2024-04-26
5181,953,Customer 953,customer953@example.com,Jakarta,2024-10-12
5182,954,Customer 954,customer954@example.com,Yogyakarta,2024-01-18
5183,955,Customer 955,customer955@example.com,Bekasi,2023-01-17
5184,956,Customer 956,customer956@example.com,Bandung,2023-03-11
5185,957,Customer 957,customer957@example.com,Bandung,2023-09-04
5186,958,Customer 958,customer958@example.com,Bogor,2024-08-18
5187,959,Customer 959,customer959@example.com,Bandung,2023-05-17
5188,960,Customer 960,customer960@example.com,Jakarta,2023-12-27
5189,961,Customer 961,customer961@example.com,Semarang,2023-12-13
5190,962,Customer 962,customer962@example.com,Depok,2024-12-02
5191,963,Customer 963,customer963@example.com,Surabaya,2024-12-13
5192,964,Customer 964,customer964@example.com,Surabaya,2024-10-08
5193,965,Customer 965,customer965@example.com,Depok,2023-05-19
5194,966,Customer 966,customer966@example.com,Bogor,2024-04-13
5195,967,Customer 967,customer967@example.com,Jakarta,2023-10-28
5196,968,Customer 968,customer968@example.com,Tangerang,2023-02-14
5197,969,Customer 969,customer969@example.com,Tangerang,2023-02-12
5198,970,Customer 970,customer970@example.com,Bandung,2023-11-14
5199,971,Customer 971,customer971@example.com,Semarang,2024-02-12
5200,972,Customer 972,customer972@example.com,Semarang,2024-04-29
5201,973,Customer 973,customer973@example.com,Bekasi,2023-02-07
5202,974,Customer 974,customer974@example.com,Tangerang,2023-10-20
5203,975,Customer 975,customer975@example.com,Bandung,2023-02-18
5204,976,Customer 976,customer976@example.com,Bandung,2023-10-07
5205,977,Customer 977,customer977@example.com,Bogor,2024-01-12
5206,978,Customer 978,customer978@example.com,Yogyakarta,2024-02-14
5207,979,Customer 979,customer979@example.com,Surabaya,2024-01-31
5208,980,Customer 980,customer980@example.com,Bandung,2023-07-11
5209,981,Customer 981,customer981@example.com,Surabaya,2024-12-09
5210,982,Customer 982,customer982@example.com,Surabaya,2024-01-12
5211,983,Customer 983,customer983@example.com,Semarang,2023-10-01
5212,984,Customer 984,customer984@example.com,Bogor,2024-03-10
5213,985,Customer 985,customer985@example.com,Bogor,2024-03-16
5214,986,Customer 986,customer986@example.com,Medan,2023-07-04
5215,987,Customer 987,customer987@example.com,Semarang,2023-10-28
5216,988,Customer 988,customer988@example.com,Bandung,2023-04-16
5217,989,Customer 989,customer989@example.com,Bogor,2023-12-02
5218,990,Customer 990,customer990@example.com,Bekasi,2023-11-10
5219,991,Customer 991,customer991@example.com,Surabaya,2024-09-09
5220,992,Customer 992,customer992@example.com,Yogyakarta,2023-06-20
5221,993,Customer 993,customer993@example.com,Surabaya,2023-12-26
5222,994,Customer 994,customer994@example.com,Surabaya,2023-02-13
5223,995,Customer 995,customer995@example.com,Bandung,2024-09-21
5224,337,Customer 337,customer337@example.com,Tangerang,2024-04-10
5225,338,Customer 338,customer338@example.com,Bandung,2023-12-12
5226,339,Customer 339,customer339@example.com,Yogyakarta,2023-10-12
5227,340,Customer 340,customer340@example.com,Yogyakarta,2023-09-16
5228,341,Customer 341,customer341@example.com,Bogor,2024-04-26
5229,342,Customer 342,customer342@example.com,Jakarta,2024-07-06
5230,343,Customer 343,customer343@example.com,Jakarta,2023-12-25
5231,344,Customer 344,customer344@example.com,Tangerang,2024-10-27
5232,345,Customer 345,customer345@example.com,Bogor,2024-10-29
5233,346,Customer 346,customer346@example.com,Jakarta,2023-02-01
5234,347,Customer 347,customer347@example.com,Tangerang,2023-07-24
5235,348,Customer 348,customer348@example.com,Jakarta,2024-09-28
5236,349,Customer 349,customer349@example.com,Depok,2023-09-02
5237,350,Customer 350,customer350@example.com,Depok,2024-04-29
5238,351,Customer 351,customer351@example.com,Bogor,2024-07-31
5239,352,Customer 352,customer352@example.com,Tangerang,2024-04-21
5240,353,Customer 353,customer353@example.com,Bekasi,2024-01-13
5241,354,Customer 354,customer354@example.com,Depok,2024-09-12
5242,355,Customer 355,customer355@example.com,Medan,2023-04-28
5243,356,Customer 356,customer356@example.com,Depok,2023-11-15
5244,357,Customer 357,customer357@example.com,Bogor,2024-08-15
5245,358,Customer 358,customer358@example.com,Jakarta,2023-11-16
5246,359,Customer 359,customer359@example.com,Medan,2024-11-24
5247,360,Customer 360,customer360@example.com,Yogyakarta,2024-02-11
5248,361,Customer 361,customer361@example.com,Tangerang,2023-03-19
5249,362,Customer 362,customer362@example.com,Medan,2024-12-08
5250,363,Customer 363,customer363@example.com,Tangerang,2023-04-15
5251,364,Customer 364,customer364@example.com,Bekasi,2024-12-01
5252,365,Customer 365,customer365@example.com,Medan,2023-05-04
5253,366,Customer 366,customer366@example.com,Medan,2023-02-12
5254,367,Customer 367,customer367@example.com,Bandung,2024-06-29
5255,368,Customer 368,customer368@example.com,Yogyakarta,2024-11-08
5256,369,Customer 369,customer369@example.com,Bandung,2023-03-12
5257,370,Customer 370,customer370@example.com,Semarang,2024-10-25
5258,371,Customer 371,customer371@example.com,Bandung,2023-01-13
5259,372,Customer 372,customer372@example.com,Yogyakarta,2024-05-16
5260,373,Customer 373,customer373@example.com,Bogor,2024-03-19
5261,374,Customer 374,customer374@example.com,Bandung,2024-10-12
5262,375,Customer 375,customer375@example.com,Surabaya,2024-12-25
5263,376,Customer 376,customer376@example.com,Depok,2024-03-21
5264,377,Customer 377,customer377@example.com,Depok,2024-06-18
5265,378,Customer 378,customer378@example.com,Bekasi,2024-09-22
5266,379,Customer 379,customer379@example.com,Semarang,2024-05-10
5267,380,Customer 380,customer380@example.com,Surabaya,2024-03-22
5268,381,Customer 381,customer381@example.com,Medan,2023-10-02
5269,382,Customer 382,customer382@example.com,Bandung,2023-09-09
5270,383,Customer 383,customer383@example.com,Bogor,2023-10-13
5271,384,Customer 384,customer384@example.com,Surabaya,2023-09-07
5272,385,Customer 385,customer385@example.com,Surabaya,2024-08-06
5273,386,Customer 386,customer386@example.com,Medan,2024-11-15
5274,387,Customer 387,customer387@example.com,Yogyakarta,2023-12-11
5275,388,Customer 388,customer388@example.com,Jakarta,2024-05-21
5276,389,Customer 389,customer389@example.com,Bandung,2023-07-06
5277,390,Customer 390,customer390@example.com,Surabaya,2023-08-06
5278,391,Customer 391,customer391@example.com,Bandung,2023-09-22
5279,392,Customer 392,customer392@example.com,Bandung,2023-10-14
5280,393,Customer 393,customer393@example.com,Medan,2024-12-19
5281,394,Customer 394,customer394@example.com,Bekasi,2024-07-23
5282,395,Customer 395,customer395@example.com,Jakarta,2024-06-13
5283,396,Customer 396,customer396@example.com,Tangerang,2023-03-29
5284,397,Customer 397,customer397@example.com,Tangerang,2024-02-21
5285,398,Customer 398,customer398@example.com,Surabaya,2024-07-22
5286,399,Customer 399,customer399@example.com,Tangerang,2024-12-08
5287,400,Customer 400,customer400@example.com,Surabaya,2024-10-23
5288,401,Customer 401,customer401@example.com,Surabaya,2024-04-03
5289,402,Customer 402,customer402@example.com,Jakarta,2023-04-06
5290,403,Customer 403,customer403@example.com,Bekasi,2023-08-15
5291,404,Customer 404,customer404@example.com,Yogyakarta,2024-12-09
5292,405,Customer 405,customer405@example.com,Tangerang,2023-11-10
5293,406,Customer 406,customer406@example.com,Medan,2024-01-13
5294,407,Customer 407,customer407@example.com,Surabaya,2024-07-20
5295,408,Customer 408,customer408@example.com,Semarang,2023-12-19
5296,409,Customer 409,customer409@example.com,Yogyakarta,2024-07-17
5297,410,Customer 410,customer410@example.com,Bandung,2023-12-27
5298,411,Customer 411,customer411@example.com,Surabaya,2023-10-05
5299,412,Customer 412,customer412@example.com,Bekasi,2023-09-15
5300,413,Customer 413,customer413@example.com,Tangerang,2023-05-04
5301,414,Customer 414,customer414@example.com,Tangerang,2023-11-20
5302,415,Customer 415,customer415@example.com,Bogor,2024-07-02
5303,416,Customer 416,customer416@example.com,Depok,2023-07-16
5304,417,Customer 417,customer417@example.com,Tangerang,2024-05-10
5305,418,Customer 418,customer418@example.com,Bekasi,2024-08-26
5306,419,Customer 419,customer419@example.com,Semarang,2024-09-03
5307,420,Customer 420,customer420@example.com,Bekasi,2023-04-13
5308,421,Customer 421,customer421@example.com,Tangerang,2023-10-31
5309,422,Customer 422,customer422@example.com,Tangerang,2024-01-05
5310,423,Customer 423,customer423@example.com,Depok,2023-11-06
5311,424,Customer 424,customer424@example.com,Jakarta,2024-12-26
5312,425,Customer 425,customer425@example.com,Semarang,2023-05-10
5313,426,Customer 426,customer426@example.com,Bekasi,2023-02-16
5314,427,Customer 427,customer427@example.com,Jakarta,2024-07-20
5315,428,Customer 428,customer428@example.com,Bekasi,2024-12-15
5316,429,Customer 429,customer429@example.com,Depok,2024-10-15
5317,430,Customer 430,customer430@example.com,Surabaya,2023-04-16
5318,431,Customer 431,customer431@example.com,Jakarta,2024-08-10
5319,432,Customer 432,customer432@example.com,Bekasi,2024-04-25
5320,433,Customer 433,customer433@example.com,Surabaya,2024-03-27
5321,434,Customer 434,customer434@example.com,Bandung,2023-07-08
5322,435,Customer 435,customer435@example.com,Jakarta,2023-09-16
5323,436,Customer 436,customer436@example.com,Surabaya,2023-04-27
5324,437,Customer 437,customer437@example.com,Bogor,2024-02-15
5325,438,Customer 438,customer438@example.com,Surabaya,2023-03-17
5326,439,Customer 439,customer439@example.com,Medan,2024-10-06
5327,440,Customer 440,customer440@example.com,Jakarta,2023-06-05
5328,441,Customer 441,customer441@example.com,Depok,2024-07-30
5329,442,Customer 442,customer442@example.com,Bekasi,2023-03-29
5330,443,Customer 443,customer443@example.com,Tangerang,2023-05-02
5331,444,Customer 444,customer444@example.com,Semarang,2024-03-02
5332,445,Customer 445,customer445@example.com,Medan,2024-09-02
5333,446,Customer 446,customer446@example.com,Medan,2023-08-20
5334,447,Customer 447,customer447@example.com,Semarang,2024-01-25
5335,448,Customer 448,customer448@example.com,Surabaya,2024-03-29
5336,449,Customer 449,customer449@example.com,Bekasi,2024-08-25
5337,450,Customer 450,customer450@example.com,Yogyakarta,2023-11-09
5338,451,Customer 451,customer451@example.com,Medan,2024-09-27
5339,452,Customer 452,customer452@example.com,Jakarta,2024-09-16
5340,453,Customer 453,customer453@example.com,Bogor,2023-08-01
5341,454,Customer 454,customer454@example.com,Tangerang,2023-09-28
5342,455,Customer 455,customer455@example.com,Bogor,2023-06-10
5343,456,Customer 456,customer456@example.com,Tangerang,2023-06-27
5344,457,Customer 457,customer457@example.com,Semarang,2023-03-18
5345,458,Customer 458,customer458@example.com,Depok,2023-01-03
5346,459,Customer 459,customer459@example.com,Yogyakarta,2024-04-06
5347,460,Customer 460,customer460@example.com,Medan,2024-04-26
5348,461,Customer 461,customer461@example.com,Bekasi,2023-02-03
5349,462,Customer 462,customer462@example.com,Tangerang,2023-10-23
5350,463,Customer 463,customer463@example.com,Bekasi,2024-12-20
5351,464,Customer 464,customer464@example.com,Surabaya,2023-03-14
5352,465,Customer 465,customer465@example.com,Tangerang,2023-09-28
5353,466,Customer 466,customer466@example.com,Medan,2024-11-08
5354,467,Customer 467,customer467@example.com,Tangerang,2024-03-11
5355,468,Customer 468,customer468@example.com,Bogor,2024-07-11
5356,469,Customer 469,customer469@example.com,Tangerang,2024-10-25
5357,470,Customer 470,customer470@example.com,Depok,2023-09-30
5358,471,Customer 471,customer471@example.com,Depok,2023-03-15
5359,472,Customer 472,customer472@example.com,Jakarta,2023-06-19
5360,473,Customer 473,customer473@example.com,Bekasi,2024-09-01
5361,474,Customer 474,customer474@example.com,Medan,2023-10-23
5362,475,Customer 475,customer475@example.com,Surabaya,2023-05-08
5363,476,Customer 476,customer476@example.com,Surabaya,2024-12-06
5364,477,Customer 477,customer477@example.com,Bekasi,2024-12-17
5365,478,Customer 478,customer478@example.com,Yogyakarta,2023-10-06
5366,479,Customer 479,customer479@example.com,Semarang,2024-07-06
5367,480,Customer 480,customer480@example.com,Surabaya,2024-03-24
5368,481,Customer 481,customer481@example.com,Bogor,2024-09-04
5369,482,Customer 482,customer482@example.com,Jakarta,2024-03-18
5370,483,Customer 483,customer483@example.com,Bandung,2024-09-10
5371,484,Customer 484,customer484@example.com,Bekasi,2023-01-27
5372,485,Customer 485,customer485@example.com,Bogor,2023-08-23
5373,486,Customer 486,customer486@example.com,Medan,2024-08-24
5374,487,Customer 487,customer487@example.com,Jakarta,2024-11-19
5375,488,Customer 488,customer488@example.com,Bekasi,2024-08-13
5376,489,Customer 489,customer489@example.com,Jakarta,2023-06-29
5377,490,Customer 490,customer490@example.com,Surabaya,2024-06-15
5378,491,Customer 491,customer491@example.com,Surabaya,2023-10-12
5379,492,Customer 492,customer492@example.com,Depok,2024-08-22
5380,493,Customer 493,customer493@example.com,Yogyakarta,2024-10-12
5381,494,Customer 494,customer494@example.com,Surabaya,2023-04-04
5382,495,Customer 495,customer495@example.com,Surabaya,2023-12-23
5383,496,Customer 496,customer496@example.com,Yogyakarta,2023-12-08
5384,497,Customer 497,customer497@example.com,Bandung,2024-11-17
5385,498,Customer 498,customer498@example.com,Bogor,2023-06-14
5386,499,Customer 499,customer499@example.com,Bandung,2024-02-26
5387,500,Customer 500,customer500@example.com,Surabaya,2023-10-23
5388,501,Customer 501,customer501@example.com,Yogyakarta,2024-07-17
5389,502,Customer 502,customer502@example.com,Jakarta,2024-04-10
5390,503,Customer 503,customer503@example.com,Bogor,2023-11-19
5391,504,Customer 504,customer504@example.com,Bekasi,2023-11-28
5392,505,Customer 505,customer505@example.com,Bogor,2024-02-18
5393,506,Customer 506,customer506@example.com,Semarang,2023-01-02
5394,507,Customer 507,customer507@example.com,Semarang,2024-04-18
5395,508,Customer 508,customer508@example.com,Yogyakarta,2023-02-25
5396,509,Customer 509,customer509@example.com,Tangerang,2024-06-14
5397,510,Customer 510,customer510@example.com,Bandung,2024-09-29
5398,511,Customer 511,customer511@example.com,Surabaya,2024-10-02
5399,512,Customer 512,customer512@example.com,Surabaya,2023-02-22
5400,513,Customer 513,customer513@example.com,Tangerang,2023-10-01
5401,514,Customer 514,customer514@example.com,Semarang,2023-05-15
5402,515,Customer 515,customer515@example.com,Bekasi,2024-03-24
5403,516,Customer 516,customer516@example.com,Surabaya,2023-05-05
5404,517,Customer 517,customer517@example.com,Jakarta,2024-10-07
5405,518,Customer 518,customer518@example.com,Medan,2023-09-03
5406,519,Customer 519,customer519@example.com,Depok,2023-11-15
5407,520,Customer 520,customer520@example.com,Semarang,2023-01-15
5408,521,Customer 521,customer521@example.com,Semarang,2024-02-22
5409,522,Customer 522,customer522@example.com,Bogor,2023-08-19
5410,523,Customer 523,customer523@example.com,Bogor,2024-04-17
5411,524,Customer 524,customer524@example.com,Bogor,2024-10-25
5412,525,Customer 525,customer525@example.com,Depok,2024-05-25
5413,526,Customer 526,customer526@example.com,Bekasi,2024-06-05
5414,527,Customer 527,customer527@example.com,Bekasi,2024-03-01
5415,528,Customer 528,customer528@example.com,Surabaya,2024-04-28
5416,529,Customer 529,customer529@example.com,Tangerang,2024-04-12
5417,530,Customer 530,customer530@example.com,Semarang,2023-05-29
5418,531,Customer 531,customer531@example.com,Yogyakarta,2023-07-15
5419,532,Customer 532,customer532@example.com,Medan,2024-06-04
5420,533,Customer 533,customer533@example.com,Depok,2023-03-13
5421,534,Customer 534,customer534@example.com,Bekasi,2024-02-29
5422,535,Customer 535,customer535@example.com,Bandung,2024-06-03
5423,536,Customer 536,customer536@example.com,Bekasi,2023-01-03
5424,537,Customer 537,customer537@example.com,Bekasi,2023-11-02
5425,538,Customer 538,customer538@example.com,Medan,2024-08-16
5426,539,Customer 539,customer539@example.com,Surabaya,2023-06-02
5427,540,Customer 540,customer540@example.com,Surabaya,2024-07-05
5428,541,Customer 541,customer541@example.com,Surabaya,2023-12-20
5429,542,Customer 542,customer542@example.com,Bandung,2024-07-19
5430,543,Customer 543,customer543@example.com,Semarang,2024-01-22
5431,544,Customer 544,customer544@example.com,Surabaya,2023-11-26
5432,545,Customer 545,customer545@example.com,Tangerang,2024-12-15
5433,546,Customer 546,customer546@example.com,Tangerang,2024-08-08
5434,547,Customer 547,customer547@example.com,Yogyakarta,2023-08-28
5435,548,Customer 548,customer548@example.com,Yogyakarta,2023-02-14
5436,549,Customer 549,customer549@example.com,Bandung,2024-04-29
5437,550,Customer 550,customer550@example.com,Yogyakarta,2024-01-31
5438,551,Customer 551,customer551@example.com,Depok,2024-05-22
5439,552,Customer 552,customer552@example.com,Jakarta,2023-05-10
5440,553,Customer 553,customer553@example.com,Semarang,2024-08-27
5441,554,Customer 554,customer554@example.com,Bandung,2023-04-13
5442,555,Customer 555,customer555@example.com,Surabaya,2023-04-13
